Header
1,0
6,1
19,2
8,3
9,4
3,5
4,6
5,7
3,8
3,9
1,0
19,1
7,2
8,3
9,4
15,5
4,6
5,7
6,8
3,9
1,0
18,1
12,2
8,3
19,4
2,5
4,6
18,7
6,8
3,9
1,0
3,9
2,5
15,5
4,6
2,5
1,0
3,9
6,8
3,9
6,8
9,4
19,1
5,7
5,7
8,3
2,5
19,1
1,0
1,0
19,2
19,2
5,7
6,8
19,2
1,0
18,1
19,2
4,6
8,3
8,3
5,7
8,3
8,3
9,4
4,6
4,6
4,6
9,4
6,9
19,1
2,5
1,0
3,9
2,5
19,2
6,8
19,2
1,0
1,0
19,1
5,7
4,6
8,3
12,2
19,1
5,7
13,4
4,6
8,3
19,1
15,3
3,9
6,1
5,7
6,6
6,8
9,4
8,3
6,1
9,4
1,0
2,5
15,3
4,6
3,9
19,6
19,1
5,7
2,5
9,4
9,4
5,7
6,2
6,8
19,2
6,2
15,5
5,7
3,9
2,5
9,4
6,8
6,8
9,4
8,9
1,0
6,8
3,9
6,8
1,0
18,1
12,2
8,3
9,4
15,5
4,6
5,7
6,8
3,9
1,0
18,1
12,2
8,3
9,4
15,5
4,6
5,7
6,8
3,9
1,0
18,1
12,2
8,3
9,4
15,5
4,6
5,7
6,8
3,9
1,0
3,9
15,5
15,5
4,6
15,5
1,0
3,9
6,8
3,9
6,8
9,4
18,1
5,7
5,7
8,3
15,5
18,1
1,0
1,0
12,2
12,2
5,7
6,8
12,2
1,0
18,1
12,2
4,6
8,3
8,3
5,7
8,3
8,3
19,4
4,6
4,6
4,6
19,4
3,9
19,1
15,5
1,0
3,9
15,5
6,2
6,8
6,2
1,0
1,0
18,1
5,7
4,6
8,3
12,2
19,1
5,7
8,3
18,1
8,3
3,9
18,1
5,7
4,6
19,8
9,4
8,3
19,1
9,4
1,0
15,5
5,3
4,6
3,9
4,6
18,1
5,7
2,5
19,4
19,4
5,7
12,2
6,8
12,2
6,2
15,5
15,5
19,4
6,8
6,8
9,4
3,9
1,0
19,8
3,9
6,8
1,0
6,1
12,2
8,3
9,4
3,5
4,6
0,7
3,8
2,9
1,0
19,1
12,2
8,3
9,4
2,5
4,6
5,7
6,8
5,9
1,0
19,1
12,2
8,3
9,4
2,5
4,6
0,7
6,8
3,9
1,0
3,9
2,5
2,5
4,6
3,5
1,0
3,9
6,8
3,9
3,8
9,4
6,1
5,7
5,7
8,3
2,5
19,1
1,0
1,0
12,2
12,2
5,7
3,8
12,2
1,0
19,1
12,2
4,6
8,3
8,3
0,7
8,3
8,3
9,4
4,6
4,6
4,6
9,4
5,9
6,1
2,5
1,0
5,9
2,5
12,2
3,8
12,2
1,0
1,0
19,1
5,7
4,6
8,3
12,2
19,1
5,7
9,4
4,6
8,3
6,1
8,3
5,9
6,1
5,7
4,6
6,8
9,4
8,3
6,1
11,4
1,0
3,5
8,3
4,6
5,9
4,6
6,1
5,7
2,5
9,4
9,4
5,7
12,2
3,8
12,2
12,2
3,5
5,7
18,9
15,5
9,4
3,8
3,8
9,4
18,9
1,0
6,8
5,9
8,3
1,0
18,1
12,2
8,3
19,4
2,5
4,6
0,7
18,8
3,9
1,0
19,1
7,2
8,3
9,4
2,5
4,6
0,7
6,8
3,9
1,0
18,1
12,2
3,3
9,4
2,5
4,6
0,7
3,8
3,9
1,0
3,9
2,5
2,5
4,6
3,5
1,0
3,9
3,8
3,9
3,8
9,4
18,1
0,7
0,7
8,3
2,5
19,1
1,0
1,0
7,2
12,2
0,7
3,8
12,2
1,0
7,1
12,2
4,6
8,3
3,3
0,7
3,3
3,3
9,4
4,6
4,6
4,6
19,4
3,9
18,1
2,5
1,0
3,9
2,5
12,2
6,8
12,2
1,0
1,0
19,1
0,7
4,6
8,3
12,2
19,1
5,7
19,4
4,6
8,3
19,1
12,3
3,9
18,1
18,7
4,6
3,8
9,4
8,3
18,1
9,4
1,0
15,5
8,3
4,6
3,9
6,6
18,1
0,7
2,5
19,4
19,4
0,7
12,2
3,8
12,2
17,2
2,5
5,7
3,9
2,5
19,4
6,8
6,8
19,4
3,9
1,0
3,8
3,9
3,8
1,0
