Header
9,0
12,1
8,2
4,3
11,4
7,5
6,6
2,7
19,8
7,9
9,0
8,1
18,2
3,3
11,4
15,5
6,6
5,7
19,8
7,9
9,0
8,1
1,2
3,3
8,4
0,5
6,6
2,7
19,8
7,9
9,0
7,9
0,5
15,5
6,6
0,5
9,0
7,9
19,8
7,9
19,8
11,4
8,1
5,7
5,7
4,3
0,5
8,1
9,0
9,0
19,2
8,2
2,7
19,8
8,2
9,0
8,1
8,2
6,6
3,3
4,3
5,7
3,3
3,3
11,4
6,6
6,6
6,6
11,4
5,9
8,1
0,5
9,0
7,9
0,5
8,2
19,8
8,2
9,0
9,0
8,1
5,7
6,6
3,3
1,2
8,1
2,7
0,4
6,6
3,3
8,1
3,3
7,9
12,1
5,7
12,6
19,8
11,4
3,3
12,1
11,4
9,0
0,5
15,3
6,6
7,9
6,6
8,1
5,7
0,5
11,4
11,4
5,7
1,2
19,8
19,2
19,2
15,5
5,7
7,9
0,5
11,4
19,8
19,8
11,4
19,9
9,0
19,8
7,9
12,8
9,0
8,1
1,2
3,3
11,4
15,5
6,6
5,7
19,8
7,9
9,0
8,1
1,2
3,3
11,4
15,5
6,6
5,7
19,8
7,9
9,0
8,1
18,2
3,3
11,4
15,5
6,6
5,7
19,8
7,9
9,0
7,9
15,5
15,5
6,6
15,5
9,0
7,9
19,8
7,9
19,8
12,4
8,1
2,7
5,7
3,3
15,5
8,1
9,0
9,0
1,2
1,2
5,7
19,8
1,2
9,0
8,1
1,2
6,6
3,3
3,3
5,7
3,3
3,3
8,4
6,6
6,6
6,6
12,4
7,9
8,1
15,5
9,0
7,9
15,5
18,2
19,8
1,2
9,0
9,0
8,1
5,7
6,6
3,3
1,2
8,1
5,7
3,3
8,1
3,3
7,9
8,1
5,7
6,6
19,8
11,4
3,3
8,1
11,4
9,0
15,5
2,3
6,6
7,9
6,6
8,1
5,7
0,5
12,4
8,4
5,7
1,2
19,8
1,2
1,2
15,5
15,5
8,4
19,8
19,8
11,4
7,9
9,0
19,8
19,9
19,8
9,0
12,1
1,2
4,3
11,4
7,5
6,6
13,7
19,8
19,9
9,0
8,1
1,2
4,3
11,4
0,5
6,6
5,7
19,8
2,9
9,0
8,1
1,2
4,3
11,4
0,5
6,6
13,7
19,8
7,9
9,0
7,9
0,5
0,5
6,6
7,5
9,0
19,9
19,8
7,9
19,8
11,4
12,1
5,7
2,7
4,3
0,5
12,1
9,0
9,0
1,2
1,2
2,7
19,8
1,2
9,0
8,1
1,2
6,6
4,3
4,3
13,7
4,3
4,3
11,4
6,6
6,6
6,6
11,4
2,9
12,1
16,5
9,0
5,9
0,5
1,2
19,8
1,2
9,0
9,0
8,1
5,7
6,6
4,3
1,2
8,1
5,7
11,4
6,6
3,3
12,1
4,3
2,9
12,1
5,7
6,6
19,8
11,4
4,3
12,1
11,4
9,0
7,5
4,3
6,6
2,9
6,6
12,1
5,7
0,5
11,4
11,4
5,7
1,2
19,8
1,2
1,2
0,5
5,7
2,9
15,5
11,4
4,8
19,8
11,4
2,9
9,0
19,8
2,9
3,3
9,0
8,1
18,2
4,3
8,4
0,5
6,6
13,7
19,8
7,9
9,0
8,1
18,2
4,3
11,4
0,5
6,6
13,7
19,8
7,9
9,0
8,1
1,2
4,3
11,4
0,5
6,6
13,7
19,8
7,9
9,0
7,9
0,5
0,5
6,6
19,5
9,0
7,9
19,8
7,9
19,8
11,4
8,1
13,7
13,7
4,3
2,5
8,1
9,0
9,0
17,2
1,2
13,7
7,8
18,2
9,0
17,1
18,2
6,6
4,3
4,3
13,7
4,3
4,3
11,4
6,6
6,6
6,6
11,4
7,9
8,1
2,5
9,0
7,9
0,5
18,2
19,8
1,2
9,0
9,0
8,1
13,7
6,6
4,3
1,2
8,1
2,7
8,4
6,6
4,3
8,1
4,3
7,9
8,1
2,7
6,6
19,8
11,4
4,3
8,1
11,4
9,0
15,5
4,3
6,6
7,9
12,6
8,1
13,7
0,5
8,4
11,4
13,7
1,2
7,8
1,2
12,2
0,5
2,7
7,9
2,5
8,4
19,8
19,8
8,4
2,9
9,0
19,8
7,9
19,8
9,0
17,1
18,2
7,3
11,4
0,5
6,6
5,7
8,8
7,9
9,0
17,1
18,2
4,3
5,4
7,5
6,6
5,7
19,8
7,9
9,0
17,1
18,2
19,3
11,4
7,5
6,6
2,7
19,8
7,9
9,0
19,9
0,5
7,5
6,6
7,5
9,0
7,9
19,8
7,9
19,8
11,4
17,1
5,7
5,7
4,3
7,5
17,1
9,0
9,0
18,2
18,2
5,7
19,8
18,2
9,0
17,1
18,2
6,6
18,3
4,3
2,7
7,3
19,3
11,4
6,6
6,6
6,6
5,4
7,9
17,1
0,5
9,0
7,9
7,5
17,2
19,8
1,2
9,0
9,0
17,1
5,7
6,6
18,3
17,2
17,1
5,7
11,4
6,6
19,3
17,1
19,3
7,9
17,1
5,7
6,6
19,8
11,4
4,3
12,1
11,4
9,0
7,5
4,3
6,6
7,9
6,6
17,1
5,7
0,5
11,4
11,4
5,7
17,2
19,8
1,2
17,2
2,5
5,7
7,9
7,5
11,4
8,8
8,8
11,4
7,9
9,0
8,8
7,9
8,8
9,0
12,1
1,2
4,3
11,4
0,5
6,6
5,7
19,8
10,9
9,0
12,1
1,2
4,3
11,4
0,5
6,6
2,7
19,8
2,9
9,0
12,1
1,2
4,3
8,4
0,5
6,6
10,7
19,8
2,9
9,0
2,9
11,5
0,5
6,6
0,5
9,0
8,9
19,8
2,9
19,8
11,4
12,1
10,7
2,7
7,3
0,5
12,1
9,0
9,0
18,2
1,2
2,7
19,8
19,2
9,0
12,1
18,2
6,6
4,3
4,3
2,7
4,3
4,3
11,4
6,6
6,6
6,6
11,4
2,9
12,1
0,5
9,0
8,9
0,5
3,2
19,8
1,2
9,0
9,0
12,1
2,7
6,6
4,3
1,2
12,1
10,7
11,4
6,6
4,3
12,1
4,3
8,9
12,1
2,7
6,6
19,8
11,4
4,3
12,1
5,4
9,0
0,5
4,3
6,6
2,9
6,6
12,1
2,7
0,5
11,4
10,4
2,7
1,2
19,8
1,2
1,2
0,5
5,7
2,9
15,5
11,4
19,8
19,8
2,4
10,9
9,0
19,8
2,9
19,8
9,0
12,1
1,2
4,3
11,4
0,5
6,6
5,7
6,8
7,9
9,0
12,1
1,2
4,3
11,4
0,5
9,6
5,7
8,8
7,9
9,0
12,1
1,2
4,3
